heating_storage,electrical_storage,cooling_or_heating_device
0.14576261,0.030600762,0.38060182
0.14373489,0.04064025,0.38680106
0.14081606,0.030691229,0.32163775
0.11472881,0.019923747,0.31128514
0.108252786,0.02528676,0.24474417
0.12808329,0.07264908,0.31334895
0.09404467,0.015548447,0.09722133
0.087264016,0.0612794,0.3426187
0.07046747,0.021200964,0.191759
0.102659285,0.045326144,0.3069578
0.10018422,-0.012898722,0.20158964
0.00860543,-0.010636744,0.30207115
0.018152995,-0.012677034,0.36258876
-0.04867787,-0.03154666,0.40560174
0.011218899,-0.045531444,0.39210898
0.038654163,-0.025284762,0.2955429
-0.002507823,0.029199392,0.1801087
0.039499313,0.04137979,0.08139301
0.03931254,0.04982883,0.20732693
0.06182482,0.043622904,0.12709852
0.08518999,0.09723926,0.15606831
0.05641298,0.013428885,0.34628737
0.11996159,-0.025095118,0.15395153
0.03982996,0.02474847,0.3331509
0.0525433,0.02355076,0.40254462
0.02054291,0.011186036,0.38898432
-0.0032310218,0.020683523,0.3808071
-0.017431563,0.011739995,0.3495132
-0.08325797,0.016682457,0.38188785
-0.061715383,0.008859662,0.26195255
-0.07778968,-0.01543466,0.2695311
-0.06674374,-0.017950479,0.23909934
-0.12109649,0.012872477,0.23441036
-0.03944774,-0.0016343949,0.25720185
-0.11370859,-0.059630133,0.2773391
-0.11575124,-0.047041934,0.20980847
-0.086351946,-0.041557435,0.2605472
-0.04070196,-0.05147767,0.14429647
-0.06924716,-0.020086471,0.18609095
0.030030452,-0.045709603,0.13939668
-0.029974652,-0.040057458,0.1583199
-0.0030053868,-0.034607008,0.06846935
0.016454821,-0.009913519,0.123785764
0.049335122,0.009261728,0.21238281
0.029250726,0.014376125,0.19290729
0.05980771,0.03572908,0.3666997
0.011921723,0.04544993,0.30393845
0.09810939,0.08945902,0.39932144
0.15050258,0.0786675,0.34447193
0.09493406,0.085062824,0.39003012
0.1410041,0.08350088,0.3744393
0.13085346,0.077064395,0.33642417
0.124975264,0.07968498,0.25460538
0.07563629,0.060514923,0.28677905
0.15207134,0.077276796,0.38894978
0.121549755,0.017020348,0.3598268
0.044998564,-0.007987471,0.27015492
0.0073926453,0.0033566537,0.31054932
-0.0056818314,0.0028912728,0.27016276
-0.123278596,0.02632082,0.29330918
-0.11279845,0.055255827,0.32027826
0.026500354,0.0018232607,0.15179762
0.02602235,0.023761801,0.19096695
-0.017911196,0.033799503,0.22657199
0.054458793,0.013509157,0.20950839
0.04034578,0.04326722,0.1689844
0.028197398,0.040323555,0.28147286
0.061096095,0.027725007,0.0757345
0.123092145,0.059629403,0.36572748
0.17388587,0.040760905,0.3431499
0.20444597,0.056383338,0.41253576
0.16341586,0.026529508,0.4196648
0.13946874,0.020559892,0.35621023
0.17906274,0.010607819,0.31406605
0.14166519,0.0136991525,0.2962905
0.15832895,0.021328846,0.35269892
0.094314106,0.02772834,0.23712914
0.023107996,-0.0014297441,0.3294627
0.008630457,0.06345886,0.27116644
0.08224809,0.01039047,0.26399243
0.014612404,0.023929391,0.2922445
0.04741974,0.017438512,0.36230668
0.0019192159,0.013960237,0.3151273
0.011255286,0.01617411,0.2924946
-0.045267653,0.025504993,0.34906918
-0.029509645,0.006912645,0.30051357
-0.090160154,0.0023369533,0.41031015
0.018196546,0.051990516,0.26903546
0.05911096,0.004101024,0.10474694
0.030113682,0.008146907,0.10081885
0.04672363,0.03124455,0.11677733
0.021019466,0.0288102,0.3421279
0.07818312,0.017940938,0.2107827
0.10728246,0.010141504,0.33150536
0.13427344,-0.00038072103,0.3838837
0.15884823,-0.005235835,0.33159536
0.10982714,-0.02453022,0.34161323
0.093036026,-0.008531982,0.3244177
0.06690326,0.030492662,0.22193167
0.06673174,0.02708436,0.28247905
0.14022897,0.02136555,-0.061975945
0.050208695,0.031736802,0.088958845
0.07386762,0.025627917,0.12326992
-0.021448132,0.016435483,0.14222574
0.009845823,0.021011218,0.08237299
-0.005318521,-0.001105703,0.22391602
-0.04695663,0.0046221456,0.08643136
-0.081810884,-0.004164055,0.043883603
-0.08645331,0.0004973937,0.19577111
-0.06830863,0.013940371,0.15992811
-0.02597631,0.023424473,0.23218678
-0.022741565,0.008505264,0.15947446
-0.020244401,0.015325317,0.05678743
-0.03740222,0.024649361,0.17680836
-0.031058276,0.0266617,0.2305906
0.0789332,0.04524076,0.046385594
0.12037655,0.04849338,0.064336196
0.07126396,0.023647316,0.21154428
0.06855193,-0.0034435154,0.2330571
0.09553933,-0.0036820285,0.2944014
0.105662495,0.0076296986,0.19926955
0.12032858,0.019514367,0.26711637
0.16720703,0.038464814,0.25517815
0.21114993,0.020374086,0.011753199
0.19513187,-0.009942787,0.030170968
0.054825913,0.0333699,0.07619466
0.08534996,0.056346167,0.13131155
0.0731782,-0.002651076,-0.07215269
0.08102988,-0.023323135,-0.101431474
0.022990702,0.023195835,0.05743588
-0.0054958616,-0.0084660975,0.122500286
-0.021146696,0.0040840404,0.09129451
-0.050789163,-0.024893986,0.23483686
-0.06975488,-0.04621666,0.24814385
0.054161645,-0.06877618,0.3026924
0.06580455,-0.07208461,0.23013943
0.07985731,-0.031287495,0.11135031
0.0076378733,-0.06922037,-0.012297766
0.10157865,-0.05364714,-0.017931404
0.052304205,0.024107758,0.111201085
0.096481554,0.033163317,0.066266134
0.1278412,0.009645357,0.17110644
0.15141965,-0.010029656,0.30231205
0.12434415,0.0110715,0.34699318
0.14330775,0.0019115623,0.33428466
0.13878287,0.019971298,0.3802852
0.15406412,0.015786422,0.3235329
0.16200702,0.009921632,0.2853368
0.1418079,0.034474093,0.21865788
0.10200325,0.011953343,0.09865965
0.055368133,0.027486723,0.1848813
-0.020937208,-0.01903477,0.06662378
-0.012817468,-0.019023865,0.17820804
-0.011164582,-0.020018756,0.21285641
-0.0411321,-0.026368856,0.20272875
-0.015978139,-0.03230359,0.19608785
-0.056400616,-0.003775181,0.32775754
-0.0045673517,-0.019767309,0.33221173
-0.040521514,-0.009913111,0.28775018
0.056935035,0.0039677853,0.3831992
0.022549365,-0.020958861,0.21271873
0.030915247,0.014103333,0.17010398
-0.012444547,-0.0060185683,0.015522823
0.05179638,-0.0049978374,0.0089120325
0.076584235,-0.0034932394,0.12043773
0.10704789,0.033507373,0.2405001
0.076449916,0.022836309,0.42820486
0.106286064,0.012189147,0.35417947
0.10296438,0.02585578,0.43383458
0.0686341,0.05973498,0.43506834
0.089031935,0.05833937,0.40321708
0.055289254,0.055951834,0.31122652
-0.009902358,0.05460263,0.23821718
0.025656825,0.028157488,0.2900484
0.0043649697,0.018472875,0.23332545
-0.042608164,0.018974656,0.26086172
0.012629463,0.005013717,0.22371823
-0.002785655,-0.009253761,0.1781042
-0.023186322,-0.05083637,0.23859742
-0.10197685,-0.039891124,0.30072695
-0.109364145,0.00044410353,0.32056245
-0.09877175,-0.05029708,0.39582792
-0.12913057,-0.037193738,0.40484783
-0.09904823,-0.0077156443,0.42782676
-0.09821701,0.033406895,0.27057177
-0.06440611,0.026425036,0.19858995
-0.024519276,0.005804251,0.23286746
0.07289004,0.052343607,0.33018494
-0.041119616,0.0070203044,0.18784297
-0.060720775,0.037308432,0.34907684
0.034497213,0.004415905,0.3299268
0.051433653,0.05203674,0.35988003
-0.041122466,0.049962174,0.3087222
-0.029225389,0.0386031,0.30712992
-0.02666286,0.044284303,0.31397033
-0.045458116,0.056433417,0.31720212
-0.015250008,0.039461814,0.26721814
-0.037290357,0.026354922,0.13274004
-0.010317771,-0.012899384,0.070568286
-0.0285911,0.007680847,-0.054977294
-0.092938945,0.0055915234,0.19118114
-0.03670639,-0.011701577,0.10352167
-0.09340986,-0.036269803,-0.007981127
-0.06565087,-0.04185991,0.067591645
-0.09405013,-0.019292425,0.14500988
-0.14891605,-0.0013014096,0.078420244
-0.07672092,-0.044037413,0.30022028
-0.03555048,-0.03252692,0.26445594
-0.020529367,-0.010237554,0.31362277
0.030057441,-0.03321727,0.22178489
0.022652285,-0.041330233,0.32811207
0.060973085,0.008420629,0.34394938
0.054542024,0.030277295,0.35093492
0.079409674,0.015919017,0.35683465
0.051246025,0.03124077,0.30153465
0.08705049,0.067956045,0.45751107
0.086996205,0.048052106,0.39015168
0.13318469,0.04476586,0.37472022
0.120640524,0.065212004,0.27032694
0.15681066,0.05241572,0.28297168
0.16651647,0.063884035,0.25868797
0.0627731,0.041107353,0.27317998
0.21671964,0.0545349,0.35382795
0.21876545,0.04385505,0.28755534
0.09788693,0.014926273,0.2352796
0.047110308,0.030087374,0.18024425
0.06421605,-0.003920529,0.21951917
0.048293702,0.011608936,0.19677292
0.066556774,0.020884855,0.29166734
0.098454654,0.025115373,0.24512166
0.049890567,0.03410805,0.21869273
0.022303633,0.02765331,0.14679326
0.10145117,0.04336093,0.31379008
0.093943074,-0.01211903,0.14219059
-0.052433312,-0.010762245,-0.037545018
0.027367383,0.021679366,0.06833022
0.084629916,0.009772234,0.0030471026
0.010686342,-0.018310886,0.18933862
0.12837204,-0.028337797,0.20359004
0.09039816,-0.042809155,0.17892198
0.098917924,-0.015708055,0.2243685
0.11582993,-0.011143055,0.1914882
0.11328986,-0.01589472,0.19246925
0.1281905,0.025306784,0.052196395
0.08820547,0.008256055,0.05174278
0.051375978,0.054629937,0.31031555
0.02724759,0.03934106,0.25997603
0.07209665,0.048664108,0.31258976
0.0535389,0.044414513,0.30418533
-0.029163918,0.03891521,0.33228603
-0.07101235,0.043333035,0.34946778
-0.06491986,0.03951539,0.38013813
-0.042359903,0.04642071,0.3182658
-0.03932744,0.03333786,0.24572779
-0.06440763,0.031261906,0.2117569
0.033660315,0.023574602,0.340427
0.042028666,-0.029875563,0.12892863
0.048643053,-0.015608027,0.09562571
0.046295792,0.004252099,0.07672408
0.16688855,-0.00885447,0.15554346
0.10278351,0.011762619,0.24807972
0.06700347,-0.019420909,0.22343613
0.1627053,-0.008299236,0.2161196
0.11933383,-0.045473013,0.31663728
0.11538621,-0.03480412,0.26946422
0.1352315,-0.024495209,0.32600695
0.14319094,-0.007110445,0.22691652
0.09329336,0.035128802,0.22485209
0.09364488,0.045456596,0.17167792
0.11294238,0.007884001,-0.07417674
0.013849622,0.047077864,0.17049472
-0.0017623382,0.029693928,0.16768023
-0.0060726614,0.032380994,0.14116888
0.0013644582,0.026920257,0.18507512
-0.03963262,0.0408485,-0.0058018775
-0.03364986,0.037044365,0.13015349
-0.008838345,0.03127815,0.11392565
-0.021588342,0.0116143245,0.17711
-0.00084655033,0.008446435,0.11692426
0.029327516,0.012912624,0.0025427886
0.08330872,0.029958263,0.029260144
0.02332532,0.0063574575,-0.10271496
0.16273658,0.012189642,-0.087904744
0.07574573,0.009319736,-0.09772524
0.12258213,-0.00010369454,-0.055721022
0.12995178,0.0023284126,0.15790646
0.11603013,-0.029198743,0.25344524
0.14220822,-0.02889373,0.22588037
0.09111516,-0.018885884,0.25820905
0.09396579,-0.017445726,0.24845783
0.10067731,-0.009462221,0.23002252
0.08806286,0.0097278,0.14545509
0.1291646,0.009019573,0.09293308
-0.010158983,0.05027026,-0.033346076
-0.029678412,0.019632928,0.04278363
-0.008050422,0.037630133,-0.07761738
-0.013469498,0.005605129,-0.011894252
-0.030221282,0.019286226,-0.020384151
0.0065211607,0.005410118,0.063536465
0.008869353,0.00023327052,0.07726253
0.026389595,-0.011200332,0.03155194
0.020844692,-0.0112867905,-0.06536334
0.06802812,0.006551485,-0.23286799
0.0133470325,-0.037750002,-0.19512394
-0.05911547,-0.013004595,-0.07130195
0.016436135,-0.030028995,-0.10275882
0.03896897,-0.029916724,-0.065292284
0.113707,0.029609393,0.05091953
0.12799367,0.03700776,0.18304649
0.15617912,0.04799616,0.3256455
0.14642477,0.0371813,0.32762533
0.14005761,0.016206436,0.35860917
0.16762848,-0.0027646807,0.106147595
0.17327826,0.0028771427,0.06452856
0.18585971,0.01018079,-0.0032869794
0.17765382,-0.009372701,-0.041949462
0.15126857,0.032127954,-0.047582675
0.11188037,0.0016397514,-0.10041374
0.06412171,-0.0129511235,0.06671188
0.11125014,-0.030523429,-0.08117553
0.14958489,-0.006562812,0.02078797
0.0068127858,0.006085508,-0.07743555
0.057704404,0.00057896605,0.13295317
0.0023391908,-0.035141446,0.015520158
0.11164446,-0.0269109,-0.1260636
0.053556733,-0.016609216,0.18300687
0.059635054,-0.012816581,0.32590464
-0.022427103,0.0004793613,-0.030718466
0.05322517,-0.0056694327,0.07717517
0.052549463,0.02182785,0.032197073
0.11650969,0.014320644,0.113979496
0.12791693,0.015707983,0.2474791
0.13945247,0.062454153,0.3603916
0.18573919,-0.013295029,0.26778537
0.2055098,0.0066651697,0.33443695
0.18465397,-0.02243094,0.300313
0.22125377,-0.012840962,0.36537546
0.18819848,0.0010625827,0.3859521
0.14675023,0.024616234,0.37509337
0.085906215,0.0063745896,0.34507382
0.0018983552,-0.008135042,0.19642943
-0.033568867,0.0005203933,0.2658583
-0.08712037,0.009313389,0.2570459
-0.043965984,0.006207831,0.26830876
0.015148848,-0.02529929,0.32086325
-0.054417994,-0.038393017,0.27249986
0.04184357,-0.04357481,0.18170877
-0.022971058,-0.036343515,0.2507499
0.0008295593,-0.0061914283,0.2619802
-0.06254201,-0.035724394,0.29379654
-0.039953288,-0.035974007,0.3633856
0.01342438,-0.022573791,0.1609661
0.027362218,0.045233812,0.18330784
-0.021022888,0.033279467,0.058118615
0.06711736,0.02216804,0.27282026
0.060411196,0.09460926,0.17677696
0.13270469,-0.0041388865,-0.016234744
0.14419112,0.041949756,0.019008454
0.15360488,-0.023330864,0.19685045
0.059960224,0.005227557,0.40478706
0.061148938,0.015688311,0.34145495
0.022899577,0.042530302,0.34316897
-0.024868455,0.04033169,0.20640911
0.0043730782,0.070915595,0.26171687
-0.063667424,0.026387595,0.34809816
-0.05755616,0.02776867,0.24660589
0.030806633,0.010090194,0.28951895
-0.0251333,-0.033029325,0.20829946
-0.042865884,-0.035514485,0.23944712
-0.012019446,-0.05069559,0.15332486
-0.0797267,-0.032212432,0.18301532
-0.085436955,0.017382592,0.13044773
-0.02144958,0.042958163,0.18841726
-0.032876626,0.01696573,0.20481136
0.028377565,0.038488843,0.2812146
-0.009361491,0.056133185,0.26945812
0.013662158,0.053475734,0.25533783
-0.046485554,0.02981114,0.17518017
0.003083515,0.05088165,0.18803148
-0.032215513,0.037757643,0.15888555
0.0066470536,0.062448315,0.1720191
0.05848872,0.076870345,0.22654894
-0.0042625214,0.09347393,0.39573628
0.14538777,0.12254376,0.43306744
0.103452444,0.112583965,0.39395982
0.20544817,0.11649775,0.42340255
0.2046017,0.0949783,0.43031678
0.1594121,0.117265165,0.38576794
0.119659916,0.08073451,0.14621042
0.042488035,0.13454622,0.4203941
-0.09478654,0.14169312,0.31095803
-0.02188127,0.15354529,0.4460365
-0.033938784,0.0458784,0.33675164
-0.09268364,0.043726392,0.26871282
-0.108340725,0.07346218,0.30218604
-0.12013804,0.103883594,0.20320842
-0.108547576,0.115382686,0.30671692
-0.09503267,0.09847274,0.21999219
-0.16423859,0.09527028,0.14831461
-0.17159897,0.13682856,0.2668792
-0.16700327,0.15883058,0.30988026
-0.16346292,0.15542988,0.08697498
-0.060817264,0.14705734,0.15233427
-0.09561404,0.15552577,0.27115598
-0.08314863,0.1557549,0.2791345
0.08131987,0.15909626,0.14881779
0.0798214,0.16862386,0.4669022
0.15194716,0.16495076,0.41146556
0.10615708,0.15785736,0.47743282
0.13627361,0.14739497,0.44845834
0.11183311,0.1455825,0.45918354
0.05315044,0.13861342,0.3692236
0.023004072,0.1245115,0.34295478
-0.032782026,0.089200415,0.32647705
0.013914558,0.039663643,0.17568801
-0.046758264,0.069797665,0.15749146
-0.1307839,0.05947763,0.26795658
-0.09971824,0.051582616,0.24315174
-0.12329774,0.031725027,0.2542124
-0.14943817,0.05049838,0.29050642
-0.12582165,0.045594268,0.2688402
-0.1503443,0.056464575,0.3415006
-0.11765149,0.060231753,0.33547795
-0.06623858,0.020830609,0.24698476
-0.058050573,0.04122912,0.34345722
-0.005822587,0.03378529,0.15960222
0.013869033,0.07386413,0.31955242
0.020260537,0.08446018,0.2250525
0.0624702,0.113008454,0.35123056
0.18613414,0.120962664,0.38094237
0.17403705,0.0717887,0.35904473
0.13181785,0.00398291,0.03567386
0.20828593,0.034839906,0.16432764
0.14711912,0.0040270546,0.1720055
0.15609801,0.010812172,0.15617134
0.113752,0.012235586,0.08103145
0.08180678,0.040952533,0.08131423
-0.027657488,-0.022000128,-0.0065850588
-0.004078136,0.016031696,0.06294279
-0.011774922,0.0023383521,0.08079076
-0.001713262,-0.004052567,0.029741762
0.007136196,-0.015294782,0.04903224
-0.041106515,-0.0023379957,-0.046487775
-0.05956036,0.012556193,0.06998012
-0.02188472,0.012665821,0.00016847812
-0.025947904,0.0063817482,0.096806295
-0.059893355,0.0013190982,0.11247035
-0.030557923,-0.0013066229,-0.0736245
0.069103725,-0.019035257,-0.0044963527
0.06468101,-0.0023516275,-0.13950337
0.06459183,0.0071928333,-0.15416737
0.09245454,0.010904489,-0.013734623
0.15432231,0.0030960976,0.019477544
0.15004331,0.0068940767,0.11059838
0.18905258,0.0008315772,0.04057053
0.17646798,-0.0058657946,-0.041691434
0.18377446,-0.0039409087,0.105783746
0.1642744,0.00037167623,-0.003433261
0.17426533,0.010320005,-0.08416009
0.19351125,0.023144234,-0.06657891
0.13149963,0.0108835865,-0.040282708
0.11477665,0.03793413,-0.097469196
0.02313111,0.0017535785,-0.03936768
0.050428998,-0.01362781,-0.097578354
0.042850386,-0.020107795,0.0020085336
0.051066834,-0.0078070806,-0.11430697
-0.0460871,-0.020029932,-0.13568844
0.024061488,-0.018285897,0.044649173
0.06620635,-0.03728452,0.016554585
0.070413865,-0.03086424,-0.1059717
0.055994067,-0.032044753,-0.10008752
-0.0053336867,-0.017501898,-0.056250535
0.09009316,-0.034510642,-0.116439424
-0.013630103,-0.054673597,-0.10091472
0.018508373,-0.040903475,-0.060667504
0.088302,0.03847112,0.07096434
0.1597843,0.001015312,0.22021732
0.15494716,0.010243867,0.23610292
0.18175179,0.0016722284,0.25519654
0.20010388,0.0033758634,0.28807664
0.19583234,0.028793352,0.32212803
0.16296501,0.043629266,0.3144287
0.1560266,0.08324881,0.22406557
0.1372635,0.0494856,0.2859165
0.069590226,0.022426046,0.10268184
0.035358883,0.018195605,0.044423763
-0.1081439,8.158527e-05,0.061444696
-0.0016753168,-0.010506715,0.11896052
0.011049183,-0.026796814,0.13249
-0.0013655302,-0.03561708,0.24555987
0.06585121,-0.04201193,0.24243574
0.025257273,-0.03723329,0.3027705
0.00073614874,-0.029835783,0.32715377
-0.007121862,-0.01625168,0.36601448
0.020713752,-0.04238309,0.23804884
0.028404487,0.03316396,0.22255075
0.012638363,-0.0581894,0.017585726
0.14694016,-0.0044381237,0.1833533
0.017014949,-0.016054772,0.002473418
0.119463466,0.04111426,0.17937052
0.09758617,-0.014585456,0.19429249
0.18622397,0.031404242,0.2749299
0.1968402,-0.002766129,0.29681242
0.19231708,-0.012471842,0.38052416
0.18993837,0.01445633,0.3245138
0.16327491,0.017236404,0.32747793
0.106180586,0.06042042,0.33778042
0.04524503,0.07635836,0.32650536
0.051819578,0.065680146,0.24196719
0.016051931,0.049346797,0.2713876
-0.037741225,0.057255775,0.32133093
-0.045846283,0.021694193,0.33703738
-0.05257958,0.0058840723,0.3261022
-0.097482085,0.038552187,0.21154699
-0.04994273,0.023379955,0.24438721
-0.030166373,0.017636273,0.28837782
-0.08624346,0.055200297,0.35242975
-0.07452694,0.05253697,0.37809065
-0.1005625,0.06337522,0.37127775
-0.05386047,0.059952505,0.37923995
-0.10349492,0.07263442,0.21451537
-0.09574376,0.04823719,0.34141248
-0.07050363,0.07666889,0.21704741
-0.009712943,0.0919864,0.17754427
-0.033710685,0.09664593,0.2468008
0.0024758445,0.051979378,0.30716226
-0.030693822,0.03768722,0.30588284
-0.020278107,0.1000709,0.3941823
-0.016880106,0.08538791,0.40125635
-0.045706276,0.10480031,0.41983646
0.012332915,0.11125464,0.40173337
-0.018862132,0.11737558,0.40465182
-0.013653828,0.100164086,0.3003971
-0.066065885,0.103362255,0.32954264
-0.056736164,0.037170447,0.31145626
0.0077031264,0.109199345,0.29552928
-0.011601363,0.12140826,0.26038355
-0.06339824,0.10932946,0.25334755
0.0019391995,0.097544864,0.27025938
-0.07982381,0.08415253,0.20232561
-0.017090885,0.0929105,0.09875495
-0.095232055,0.061812773,0.0066552944
-0.04331222,0.07237796,-0.05616698
-0.06714911,0.078068525,-0.109561786
-0.022126518,0.07964456,-0.13091004
-0.04546359,0.08614612,-0.08071973
-0.03742097,0.0684285,-0.2603224
-0.010108988,0.09435851,-0.26763058
0.06895382,0.04149685,-0.12198229
0.1164076,0.038089618,-0.3729648
0.14619417,0.10119022,-0.108190954
0.17522539,0.10814861,-0.038765308
0.22266212,0.09597012,0.17092147
0.22380726,0.12146337,0.09132885
0.23682168,0.1497004,0.26834044
0.19353545,0.1369926,0.3020699
0.20888065,0.15944217,0.25736248
0.025766574,0.16641565,0.18379502
0.1347467,0.15359837,0.044426497
0.047218427,0.14933197,0.31920826
-0.06048457,0.15892515,0.37003767
-0.09922195,0.16366848,0.4001559
-0.15903619,0.17094965,0.38761038
-0.15775621,0.15918425,0.16722737
-0.1216188,0.15028279,0.34062782
-0.14668255,0.14665486,0.16041082
-0.14944038,0.16233777,0.26411384
0.07062122,0.15130933,0.41781878
-0.13219212,0.15623619,0.053119466
-0.10653688,0.1785527,0.2738434
0.0052276673,0.17126466,-0.114850566
0.11404283,0.14916003,0.33676812
0.052177817,0.17980489,0.18376172
0.24387582,0.17345342,0.13482702
0.24775314,0.12871654,0.36971235
0.251451,0.17606412,0.27562743
0.18946825,0.15277708,0.2887494
0.23762669,0.1543763,0.34337896
0.27956504,0.14345749,0.39412314
0.23170918,0.13957796,0.39515063
0.19594635,0.13538907,0.42221653
0.16941866,0.1652577,0.36396044
0.20929566,0.13037254,0.36424685
0.14786798,0.12098787,0.16451056
0.086305685,0.088486314,0.0046515185
0.03172178,0.09794556,0.26497307
-0.0034340583,0.09327195,0.14454925
-0.03335532,0.07853653,0.08330984
-0.003586073,0.044296857,0.052275665
0.043883476,0.005031188,-0.05405603
0.031080773,0.011407546,-0.20035498
0.08807028,0.010338559,-0.1835304
0.10575194,0.0186042,-0.20007248
0.1130093,0.02396999,-0.26917684
0.047022425,0.02491927,-0.16513522
0.042504646,0.037938334,-0.03995593
0.051564924,0.029708847,-0.23419425
0.06404043,0.078005694,0.072937205
0.020920975,0.022067433,-0.11359984
