heating_storage,electrical_storage,cooling_or_heating_device
-0.08,-0.08,0.1548968255519867
-0.08,-0.08,0.0
-0.08,-0.08,0.16931362450122833
-0.08,-0.08,0.0
-0.08,-0.08,0.19119592010974884
0.091,0.091,0.0
0.091,0.091,0.18298086524009705
0.091,0.091,0.0
0.091,0.091,0.19942425191402435
0.091,0.091,0.0
0.091,0.091,0.18720412254333496
0.091,0.091,0.0
0.091,0.091,0.22909069061279297
0.091,0.091,0.0
0.091,0.091,0.20610694587230682
0.091,0.091,0.1854713410139084
-0.08,-0.08,0.153157040476799
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.10836666077375412
-0.08,-0.08,0.0
-0.08,-0.08,0.1611071676015854
-0.08,-0.08,0.0
-0.08,-0.08,0.19336052238941193
0.091,0.091,0.0
0.091,0.091,0.24860581755638123
0.091,0.091,0.0
0.091,0.091,0.2638593912124634
0.091,0.091,0.1501609832048416
0.091,0.091,0.2675743103027344
0.091,0.091,0.23338966071605682
0.091,0.091,0.27888375520706177
0.091,0.091,0.3080795407295227
0.091,0.091,0.3123073875904083
0.091,0.091,0.3360694944858551
-0.08,-0.08,0.1891613006591797
-0.08,-0.08,0.17160911858081818
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.18085379898548126
-0.08,-0.08,0.0
0.091,0.091,0.18615113198757172
0.091,0.091,0.24118003249168396
0.091,0.091,0.24200287461280823
0.091,0.091,0.32084277272224426
0.091,0.091,0.2786140441894531
0.091,0.091,0.31653061509132385
0.091,0.091,0.31962206959724426
0.091,0.091,0.31293871998786926
0.091,0.091,0.306112676858902
0.091,0.091,0.33578798174858093
0.091,0.091,0.323673278093338
-0.08,-0.08,0.22917060554027557
-0.08,-0.08,0.2120586335659027
-0.08,-0.08,0.15093155205249786
-0.08,-0.08,0.0
-0.08,-0.08,0.1653953492641449
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.14983133971691132
-0.08,-0.08,0.0
-0.08,-0.08,0.16157522797584534
-0.08,-0.08,0.0
-0.08,-0.08,0.13858754932880402
-0.08,-0.08,0.0
0.091,0.091,0.1659834235906601
0.091,0.091,0.0
0.091,0.091,0.18890070915222168
0.091,0.091,0.0
0.091,0.091,0.2104576677083969
0.091,0.091,0.0
0.091,0.091,0.19092221558094025
0.091,0.091,0.0
0.091,0.091,0.19633647799491882
0.091,0.091,0.0
0.091,0.091,0.1886739283800125
-0.08,-0.08,0.0
-0.08,-0.08,0.1827775537967682
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.11664114147424698
-0.08,-0.08,0.0
-0.08,-0.08,0.146871417760849
0.091,0.091,0.0
0.091,0.091,0.20695190131664276
0.091,0.091,0.0
0.091,0.091,0.23733273148536682
0.091,0.091,0.0
0.091,0.091,0.2364768087863922
0.091,0.091,0.1500389128923416
0.091,0.091,0.2553485929965973
0.091,0.091,0.23997382819652557
0.091,0.091,0.2673019468784332
0.091,0.091,0.24007149040699005
-0.08,-0.08,0.20266303420066833
-0.08,-0.08,0.15793800354003906
-0.08,-0.08,0.0
-0.08,-0.08,0.11167653650045395
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.15434275567531586
-0.08,-0.08,0.0
0.091,0.091,0.19812338054180145
0.091,0.091,0.0
0.091,0.091,0.2538711130619049
0.091,0.091,0.0
0.091,0.091,0.24371199309825897
0.091,0.091,0.17431870102882385
0.091,0.091,0.2810478210449219
0.091,0.091,0.24206390976905823
0.091,0.091,0.24858322739601135
0.091,0.091,0.2407154142856598
0.091,0.091,0.25948449969291687
-0.08,-0.08,0.24091072380542755
-0.08,-0.08,0.2214813232421875
-0.08,-0.08,0.15835724771022797
-0.08,-0.08,0.15310440957546234
-0.08,-0.08,0.0
-0.08,-0.08,0.20483186841011047
-0.08,-0.08,0.15792198479175568
-0.08,-0.08,0.24538955092430115
-0.08,-0.08,0.168284609913826
-0.08,-0.08,0.2454216033220291
-0.08,-0.08,0.19312897324562073
-0.08,-0.08,0.22855225205421448
-0.08,-0.08,0.22772178053855896
0.091,0.091,0.22579078376293182
0.091,0.091,0.22327804565429688
0.091,0.091,0.2607010006904602
0.091,0.091,0.2128887176513672
0.091,0.091,0.23812636733055115
0.091,0.091,0.26508864760398865
0.091,0.091,0.22658920288085938
0.091,0.091,0.24579696357250214
0.091,0.091,0.24660567939281464
0.091,0.091,0.2670555114746094
0.091,0.091,0.2665828764438629
-0.08,-0.08,0.25408172607421875
-0.08,-0.08,0.18058624863624573
-0.08,-0.08,0.1991100311279297
-0.08,-0.08,0.18483810126781464
-0.08,-0.08,0.0
-0.08,-0.08,0.18472084403038025
-0.08,-0.08,0.0
-0.08,-0.08,0.17860746383666992
-0.08,-0.08,0.0
-0.08,-0.08,0.16090542078018188
-0.08,-0.08,0.0
-0.08,-0.08,0.19401898980140686
-0.08,-0.08,0.0
0.091,0.091,0.21238534152507782
0.091,0.091,0.0
0.091,0.091,0.25906798243522644
0.091,0.091,0.0
0.091,0.091,0.23773975670337677
0.091,0.091,0.0
0.091,0.091,0.2504689693450928
0.091,0.091,0.19059982895851135
0.091,0.091,0.30035820603370667
0.091,0.091,0.27455368638038635
0.091,0.091,0.2604789733886719
-0.08,-0.08,0.16839218139648438
-0.08,-0.08,0.164154052734375
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.1253856122493744
-0.08,-0.08,0.0
-0.08,-0.08,0.18604128062725067
-0.08,-0.08,0.0
0.091,0.091,0.23974443972110748
0.091,0.091,0.1740032285451889
0.091,0.091,0.25207290053367615
0.091,0.091,0.25365981459617615
0.091,0.091,0.2519996762275696
0.091,0.091,0.28344497084617615
0.091,0.091,0.30007630586624146
0.091,0.091,0.30252382159233093
0.091,0.091,0.3216053247451782
0.091,0.091,0.2980464994907379
0.091,0.091,0.29749640822410583
-0.08,-0.08,0.24197272956371307
-0.08,-0.08,0.17691878974437714
-0.08,-0.08,0.0
-0.08,-0.08,0.12256880104541779
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.11978639662265778
0.091,0.091,0.0
0.091,0.091,0.17042604088783264
0.091,0.091,0.0
0.091,0.091,0.20228485763072968
0.091,0.091,0.0
0.091,0.091,0.22370339930057526
0.091,0.091,0.0
0.091,0.091,0.20654211938381195
0.091,0.091,0.159698486328125
0.091,0.091,0.202850341796875
0.091,0.091,0.1724369078874588
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.1301989108324051
0.091,0.091,0.0
0.091,0.091,0.1623271107673645
0.091,0.091,0.0
0.091,0.091,0.1618739366531372
0.091,0.091,0.0
-0.08,-0.08,0.14635880291461945
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.11051797866821289
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.10937897861003876
-0.08,-0.08,0.0
-0.08,-0.08,0.113741435110569
-0.08,-0.08,0.0
-0.08,-0.08,0.16494138538837433
0.091,0.091,0.0
0.091,0.091,0.191870778799057
0.091,0.091,0.0
0.091,0.091,0.23402167856693268
0.091,0.091,0.0
0.091,0.091,0.26000094413757324
0.091,0.091,0.0
0.091,0.091,0.12527690827846527
0.091,0.091,0.18056564033031464
0.091,0.091,0.2173912078142166
0.091,0.091,0.19256630539894104
-0.08,-0.08,0.15719108283519745
-0.08,-0.08,0.0
-0.08,-0.08,0.10929843038320541
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
0.091,0.091,0.0
0.091,0.091,0.1402258723974228
0.091,0.091,0.0
